,label,text,osp
1616,shame,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family.",0
1617,fear,"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me.",1
1618,guilt,The cat of my landlady escaped through the window which I had left open.,1
1619,joy,My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.,0
1620,sadness,My uncle died - I felt sad at the funeral.,1
1621,anger,When my dad told me about something he had done against my mother.,1
1622,joy,Joy at meeting a woman I love very much.,0
1623,sadness,I feel sad about an event I can not influence.,1
1624,guilt,My younger sister was almost run over by a lorry.,1
1625,sadness,"My sister was in a hospital, later in the evening we received the information that she had died.",0
1626,anger,"When I saw a big man hit another one, and nobody did anything.",0
1627,shame,Fooling around with this guy I did not know.,1
1628,guilt,I told my parents (or more realistically) would not do what they wanted me to do anymore. I guess I sort of betrayed them after all they had done for me.,1
1629,disgust,I had intercourse with someone and then I realized that what I had done was wrong and it disgusted me.,1
1630,disgust,I was in the cafeteria at the university and a class-mate told me that a friend of hers had had all her teeth taken out because of an infection caused by her eating a rat's nail in her hamburger.,0
1631,joy,When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own.,0
1632,joy,Scoared a goal in a football match.,0
1633,disgust,We had a birthday party with 5 friends. One of us frequently used hard drugs. On the party I discovered that the other 3 friends also used them. While we agreed we would help the big user to stop using it.,0
1634,fear,"I was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. I had never seen a gun so close.",1
1635,guilt,Going out with another girl besides my girlfriend and not telling her.,1
1636,joy,"The day the results of the university entrance exam was published, I found my canditate number and I was very excited.",0
1637,sadness,I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training.,0
1638,anger,When friends try to put me down or hurt me.  ,1
1639,joy,When my girlfriend became pregnant.,1
1640,sadness,"In a social situation I became interested in a woman. We talked, we laughed, we enjoyed each other. She desappeared for a few minutes, and a little after appeared with an other man.",2
1641,shame,When I broke a tea saucer. I felt ashamed. This was during the birthday of my girlfriend.,2
1642,disgust,"I found out accidentaly that while my uncle was away in Canada, my aunt had been bedding a young man on a regular basis.",2
1643,disgust,Some students whose English is worse than mine can go to your lectures (English lectures).,1
1644,joy,I asked someone to go out and she accepted right away.,0
1645,fear,The emotion came when I misbehaved at school and the Principal threatened me that I was going to be expelled.,1
1646,guilt,When I committed the sin of immorality mentioned before.,0
1647,anger,I felt angry when I was told that I had not been selected to go to the University.,1
1648,guilt,When I had an argument with my grandfather the day my younger brother was born.,0
1649,sadness,My father left us for another woman.,1
1650,joy,Got in touch with earlier friends after a long absence.,2
1651,sadness,"Two little children (5/6 years old) begging for money, and noone gave them money.",1
1652,anger,"I was angry at my brother over an argument we had together.  We do have a few fights from time to time, and also at times I take out my anger on him.",1
1653,anger,"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent.",0
1654,fear,Not applicable to myself.,1
1655,fear,"When I woke up in the middle of the night because of a dream, it wasn't a nightmare, it was an uninteligible dream in wich I woke because of a certain end.",0
1656,joy,"When I passed standard 8 exams I jumped, rolled over the ground.",0
1657,anger,My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so.,1
1658,fear,I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again.,1
1659,disgust,"Having been unjustly punished, I feel disgust towards the person responsible.",0
1660,joy,When I pass an exam.,1
1661,shame,I felt shame when I had to talk with a person that I hadn't seen for many years. Shame that he wouldn't recognize me or that I wouldn't know what to say.,1
