,label,text,osp
1658,anger,"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent.",0
1659,fear,Not applicable to myself.,1
1660,fear,"When I woke up in the middle of the night because of a dream, it wasn't a nightmare, it was an uninteligible dream in wich I woke because of a certain end.",0
1661,joy,"When I passed standard 8 exams I jumped, rolled over the ground.",2
1662,anger,My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so.,1
1663,fear,I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again.,1
1664,disgust,"Having been unjustly punished, I feel disgust towards the person responsible.",0
1665,joy,When I pass an exam.,2
1666,shame,I felt shame when I had to talk with a person that I hadn't seen for many years. Shame that he wouldn't recognize me or that I wouldn't know what to say.,1
1667,disgust,I was disgusted at the way the bus conductor threw out an old woman oiut of the mini-bus simply because she could not pay the fare for her luggage.,1
1668,joy,When I entered University.,2
1669,fear,When I had crossed Lilongwe forest I heard that there was a rabid hyena just near the path in the forest.,1
1670,sadness,"Several years ago my brother died in an accident. When I heard about it, I was very sad. It took years until I resigned myself to it.",1
1671,sadness,"I couldn't sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I don't know why I started to remind of the spanks they and I had had, their shouts when this happened.",2
1672,shame,"After failing a second attempt at Med 4, following a number of difficult personal circumstances.",1
1673,joy,My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me.,2
1674,shame,When a certain girl I believed to be my life partner refused an engagement.,2
1675,shame,I made a comment that at the moment didn't fit.,0
1676,sadness,My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too.,2
1677,sadness,When I learnt that my brother-in-law had been poisoned by his friends and that he was dead.,1
1678,sadness,My father died last year after an 8-week severe illness.,1
1679,guilt,"I wasn't able to see my girlfriend on her birthday and because I was late arriving home from uni, I didn't phone her as arranged at a certain time (she rang in the meantime).",0
1680,anger,One of my first boyfriends got mad at me because a lot of my close friends were guys and he didn't want me to see them anymore because he was jealous.,2
1681,disgust,I was disgusted with the behaviour of one of my fellow students during my Secondary School life. He was a habitual noise-maker and caused great conflicts with the teachers.,2
1682,anger,"When I argue with my boyfriend, I feel as though he feels superior to me.",0
1683,disgust,Saw Chinese people flattering foreigners.,0
1684,guilt,"Incomprehension and repression towards a child's behaviour, commonly not accepted, and making the child cry.",1
1685,sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be easy.",2
1686,anger,My bicycle was demolished.,1
1687,sadness,I was told by a good friend that we couldn't be friends any more because of his relationship with another girl.,0
1688,fear,As a child - stepping on a rusty nail - being told that I might get tetanus.,2
1689,joy,"On my 18th birthday I passed the driving-test. I was glad because I had had to study very much, because I had been lucky and because - as a proof that it was really difficult - not everybody had passed the test.",2
1690,fear,A terrible cloud-burst started when we were camping in a tent on a great bald field.,1
1691,guilt,A girl whom I hadn't seen for a period of time told me that she had been pregnant and had an abortion - I was the father.,2
1692,sadness,"The holidays come to an end, and the next day we had to go back to University and to the exams.",2
1693,anger,When someone took my pen away.,2
1694,joy,After 10 days of hard work and having suffered many changes I passed my last exam.,1
1695,disgust,I saw a film where snakes were crawling everywhere. I felt them crawling over all my body with that ... skins. The noise that they did disturbed me very much.,2
1696,shame,"I felt shame at the hurt I caused to my family especially my parent father, shame of hurting people emotionally. A misconceived self-blaming that didn't do me any good. Shame at being myself as I am.",1
1697,sadness,"I left my home in Melbourne to come to Q'land to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father's sadness, I also had a flood of the same emotion.",2
1698,disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them.",2
1699,anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment.",1
